BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
670,16022,2P DIS M-SUN 0:00-23:59,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
671,11958,2P DIS M-SUN 0:00-23:59,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
672,10413,2P DIS M-SUN 0:00-23:59,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
2482,18951,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,1P,,,,
2459,18928,2P MTR M-SAT 7:30-20:30,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,1P,,,,
675,18262,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
676,18263,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
677,18264,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
678,18265,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
679,18266,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
680,18267,1P MTR M-F 9:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P MTR Sat 7.30am to 6.30pm,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Meter,2P,1P Meter,1P,,
2908,23360,1P MTR 6.00-6.30PM MON-SAT,2P MTR M-SAT 18.30 - 20.30,2P SUN 6:00-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,06:00:00,18:30:00,06:00:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
5204,23496,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
2718,19529,1/2P MTR M-SAT 7.30 TO 18.30,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,60,240,240,,,,30,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1/2P Meter,2P,2P,,,
1744,23428,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
6576,23418,2P TKT A M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
5437,20950,P Meter M-F 7.30-18.30,1P SAT-SUN 7:30-18:30,,,,,0,120,,,,,0,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,0,,,,,Meter,1P,,,,
687,18274,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
688,18275,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
689,18276,4P DIS 7.30-8.30,P DIS ONLY 20.30 - 23.59,,,,,0,0,,,,,240,1440,,,,,1,1,,,,,20:30:00,23:59:59,,,,,,,,,,,1,1,,,,,07:30:00,20:30:00,,,,,0,0,,,,,4P Disabled Only,Disabled Only,,,,
690,18277,4P DIS 7.30-8.30,P DIS ONLY 20.30 - 23.59,,,,,0,0,,,,,240,1440,,,,,1,1,,,,,20:30:00,23:59:59,,,,,,,,,,,1,1,,,,,07:30:00,20:30:00,,,,,0,0,,,,,4P Disabled Only,Disabled Only,,,,
696,18283,1P TKTA M-F 9.30-6.30PM,2P TKTA M-SAT 6.30PM - 8.30PM,1P TKT SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Ticket A,2P Ticket A,1P Ticket A,1P,,
697,18284,1P TKTA M-F 9.30-6.30PM,2P TKTA M-SAT 6.30PM - 8.30PM,1P TKT SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Ticket A,2P Ticket A,1P Ticket A,1P,,
698,18285,1P TKTA M-F 9.30-6.30PM,2P TKTA M-SAT 6.30PM - 8.30PM,1P TKT SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Ticket A,2P Ticket A,1P Ticket A,1P,,
699,18286,1P TKTA M-F 9.30-6.30PM,2P TKTA M-SAT 6.30PM - 8.30PM,1P TKT SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Ticket A,2P Ticket A,1P Ticket A,1P,,
5285,23526,3P TKT A M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Ticket A,,,,,
701,18288,1P TKTA M-F 9.30-6.30PM,2P TKTA M-SAT 6.30PM - 8.30PM,1P TKT SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Ticket A,2P Ticket A,1P Ticket A,1P,,
702,18289,1P TKTA M-F 9.30-6.30PM,2P TKTA M-SAT 6.30PM - 8.30PM,1P TKT SAT 7.30-6.30PM,1P SUN 7:30-18:30,,,120,240,120,120,,,60,120,60,60,,,0,0,0,0,,,18:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,6,6,0,,,1P Ticket A,2P Ticket A,1P Ticket A,1P,,
2936,19487,1P MTR 6.00-6.30PM MON-SAT,2P MTR M-SAT 18.30 - 20.30,2P SUN 6:00-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,06:00:00,18:30:00,06:00:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
5914,23416,2P TKT A M-F 7:30-18:30,2P TKT A SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Ticket A,2P Ticket A,,,,
708,18294,2P DIS 7.30AM TO 8.30PM,,,,,,0,,,,,,120,,,,,,1,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,2P Disabled Only,,,,,
1137,18119,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3572,20017,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
710,18295,2P MTR M-F 9:30-20:30,2P MTR SAT 7:30-20:30,1P SUN 7:30-18:30,,,,240,240,120,,,,120,120,60,,,,0,0,0,,,,20:30:00,20:30:00,18:30:00,,,,,,,,,,1,6,0,,,,09:30:00,07:30:00,07:30:00,,,,5,6,0,,,,2P Meter,2P Meter,1P,,,
712,18296,2P MTR M-F 9:30-20:30,2P MTR SAT 7:30-20:30,1P SUN 7:30-18:30,,,,240,240,120,,,,120,120,60,,,,0,0,0,,,,20:30:00,20:30:00,18:30:00,,,,,,,,,,1,6,0,,,,09:30:00,07:30:00,07:30:00,,,,5,6,0,,,,2P Meter,2P Meter,1P,,,
713,18297,2P MTR M-F 7.30am - 4.30pm,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,,,,240,240,240,,,,120,120,120,,,,0,0,0,,,,16:30:00,20:30:00,20:30:00,,,,,,,,,,1,1,6,,,,07:30:00,18:30:00,07:30:00,,,,5,5,6,,,,2P Meter,2P Meter,2P Meter,,,
714,18298,2P MTR M-F 7.30am - 4.30pm,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,,,,240,240,240,,,,120,120,120,,,,0,0,0,,,,16:30:00,20:30:00,20:30:00,,,,,,,,,,1,1,6,,,,07:30:00,18:30:00,07:30:00,,,,5,5,6,,,,2P Meter,2P Meter,2P Meter,,,
715,18299,2P MTR M-F 9:30-20:30,2P MTR SAT 7:30-20:30,1P SUN 7:30-18:30,,,,240,240,120,,,,120,120,60,,,,0,0,0,,,,20:30:00,20:30:00,18:30:00,,,,,,,,,,1,6,0,,,,09:30:00,07:30:00,07:30:00,,,,5,6,0,,,,2P Meter,2P Meter,1P,,,
716,18300,2P MTR M-F 7.30am - 4.30pm,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,,,,240,240,240,,,,120,120,120,,,,0,0,0,,,,16:30:00,20:30:00,20:30:00,,,,,,,,,,1,1,6,,,,07:30:00,18:30:00,07:30:00,,,,5,5,6,,,,2P Meter,2P Meter,2P Meter,,,
6446,14490,LZ 15M AOT M-F 0:00-7:30,LZ 15M AOT M-F 9:30-16:00,LZ 15M AOT M-F 18:30-23:59,LZ 15M AOT Sa-Su 0:00-23:59,1/4P M-F 16:00-18:30,1/4P M-F 7:30-9:30,0,0,0,0,30,30,15,15,15,15,15,15,1,1,1,1,0,0,07:30:00,16:00:00,23:59:00,23:59:00,18:30:00,09:30:00,,,,,,,1,1,1,6,1,1,00:00:00,09:30:00,18:30:00,00:00:00,16:00:00,07:30:00,5,5,5,0,5,5,Loading Zone 15M,Loading Zone 15M,Loading Zone 15M,Loading Zone 15M,1/4P,1/4P
722,18305,2P Meter M-F 7.30 TO 4.30,2P MTR M-F 16:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,07:30:00,16:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
723,18345,2P MTR M-SAT 7.30 -16.30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,16:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
725,18309,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
726,18310,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
729,18313,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
730,18314,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
731,18315,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
732,18316,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
733,18317,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
734,18318,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
982,18159,1/2P MTR M-SAT 7.30 TO 18.30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
737,18321,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
1148,18130,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
739,18323,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
740,18324,2P MTR M-F 9.30 - 16.30,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:30:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,09:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
1011,18169,1/2P MTR M-SAT 7.30 TO 18.30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
1548,18601,1/2P MTR M-SAT 7.30 TO 18.30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
1142,18124,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
742,18326,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
743,18327,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
744,18328,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
745,18329,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
746,18330,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
747,18331,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
748,18332,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
749,18333,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
750,18334,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
751,18335,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
752,18336,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
753,18337,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
754,18338,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
755,18339,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
756,18340,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
757,18341,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
758,18342,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
759,18343,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
760,18344,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
763,18347,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
764,18348,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
765,18349,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
6717,18674,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,07:30:00,18:30:00,,,,,6,6,,,,,1P Meter,2P,,,,
767,18351,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
768,18352,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
