BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
3894,20121,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
3895,20122,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
3896,20123,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
3897,20124,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
3899,20126,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3143,19426,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
3901,20128,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3902,20129,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3905,20132,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3906,20133,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3907,20134,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3908,20135,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3909,20136,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3910,20137,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3911,20138,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3912,20139,4P TKT A M-F 7:30-18:30,4P RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P,,,,
3913,20140,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3914,20141,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3915,20142,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3916,20143,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3917,20144,4P MTR M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Ticket A,,,,
3918,20145,4P TKT A M-F 7:30-18:30,3P TKT A SAT 7:30-12:30,,,,,480,360,,,,,240,180,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,3P Ticket A,,,,
3919,20146,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3920,20147,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3921,20148,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3922,20149,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3923,20150,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3924,20151,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
2244,23435,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,2P Meter,,,,,
3926,20153,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3927,20154,4P TKT A M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Meter,,,,
3928,20155,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3929,20156,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3930,20157,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3931,20158,4P TKT A M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Meter,,,,
3932,20159,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3933,20160,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
1063,23452,Temp Sign Plate Sun-Sun 4:00-5:00,,,,,,60,,,,,,30,,,,,,0,,,,,,05:00:00,,,,,,,,,,,,0,,,,,,04:00:00,,,,,,0,,,,,,1/2P,,,,,
3937,20164,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3938,20165,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3939,20166,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3940,20167,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3941,20168,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
3942,20169,4P TKT A M-F 7:30-18:30,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
4191,19700,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
4846,21721,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
6603,17719,1/4P M-F 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,1/4P,,,,,
4059,20320,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4000,20262,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4001,20263,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4002,20264,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4003,20265,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4004,20266,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4005,20267,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4006,20268,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4007,20269,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4008,20270,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4009,20271,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4010,20272,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4011,20273,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4012,20274,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4013,20275,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4014,20276,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4015,20277,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4016,20278,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
4017,20279,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4018,20280,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4019,20281,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4020,20282,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4021,20283,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4022,20284,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4833,21794,1P TKT A M-F 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,1P Ticket A,,,,,
4023,20285,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4024,20286,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4025,20287,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4026,20288,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4027,20289,4P MTR RPA M-F 7:30-18:30,4P MTR RPA SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4029,20290,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4030,20291,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4031,20292,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4032,20293,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4033,20294,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4034,20295,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4035,20296,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4036,20297,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4037,20298,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4038,20299,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4039,20300,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4040,20301,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4041,20302,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4042,20303,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4043,20304,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4044,20305,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
